id,value,category,timestamp
2309,value2309,category4,2023-01-30
2310,value2310,category0,2023-01-01
2311,value2311,category1,2023-01-02
2312,value2312,category2,2023-01-03
2313,value2313,category3,2023-01-04
2314,value2314,category4,2023-01-05
2315,value2315,category0,2023-01-06
2316,value2316,category1,2023-01-07
2317,value2317,category2,2023-01-08
2318,value2318,category3,2023-01-09
2319,value2319,category4,2023-01-10
2320,value2320,category0,2023-01-11
2321,value2321,category1,2023-01-12
2322,value2322,category2,2023-01-13
2323,value2323,category3,2023-01-14
2324,value2324,category4,2023-01-15
2325,value2325,category0,2023-01-16
2326,value2326,category1,2023-01-17
2327,value2327,category2,2023-01-18
2328,value2328,category3,2023-01-19
2329,value2329,category4,2023-01-20
2330,value2330,category0,2023-01-21
2331,value2331,category1,2023-01-22
2332,value2332,category2,2023-01-23
2333,value2333,category3,2023-01-24
2334,value2334,category4,2023-01-25
2335,value2335,category0,2023-01-26
2336,value2336,category1,2023-01-27
2337,value2337,category2,2023-01-28
2338,value2338,category3,2023-01-29
2339,value2339,category4,2023-01-30
2340,value2340,category0,2023-01-01
2341,value2341,category1,2023-01-02
2342,value2342,category2,2023-01-03
2343,value2343,category3,2023-01-04
2344,value2344,category4,2023-01-05
2345,value2345,category0,2023-01-06
2346,value2346,category1,2023-01-07
2347,value2347,category2,2023-01-08
2348,value2348,category3,2023-01-09
2349,value2349,category4,2023-01-10
2350,value2350,category0,2023-01-11
2351,value2351,category1,2023-01-12
2352,value2352,category2,2023-01-13
2353,value2353,category3,2023-01-14
2354,value2354,category4,2023-01-15
2355,value2355,category0,2023-01-16
2356,value2356,category1,2023-01-17
2357,value2357,category2,2023-01-18
2358,value2358,category3,2023-01-19
2359,value2359,category4,2023-01-20
2360,value2360,category0,2023-01-21
2361,value2361,category1,2023-01-22
2362,value2362,category2,2023-01-23
2363,value2363,category3,2023-01-24
2364,value2364,category4,2023-01-25
2365,value2365,category0,2023-01-26
2366,value2366,category1,2023-01-27
2367,value2367,category2,2023-01-28
2368,value2368,category3,2023-01-29
2369,value2369,category4,2023-01-30
2370,value2370,category0,2023-01-01
2371,value2371,category1,2023-01-02
2372,value2372,category2,2023-01-03
2373,value2373,category3,2023-01-04
2374,value2374,category4,2023-01-05
2375,value2375,category0,2023-01-06
2376,value2376,category1,2023-01-07
2377,value2377,category2,2023-01-08
2378,value2378,category3,2023-01-09
2379,value2379,category4,2023-01-10
2380,value2380,category0,2023-01-11
2381,value2381,category1,2023-01-12
2382,value2382,category2,2023-01-13
2383,value2383,category3,2023-01-14
2384,value2384,category4,2023-01-15
2385,value2385,category0,2023-01-16
2386,value2386,category1,2023-01-17
2387,value2387,category2,2023-01-18
2388,value2388,category3,2023-01-19
2389,value2389,category4,2023-01-20
2390,value2390,category0,2023-01-21
2391,value2391,category1,2023-01-22
2392,value2392,category2,2023-01-23
2393,value2393,category3,2023-01-24
2394,value2394,category4,2023-01-25
2395,value2395,category0,2023-01-26
2396,value2396,category1,2023-01-27
2397,value2397,category2,2023-01-28
2398,value2398,category3,2023-01-29
2399,value2399,category4,2023-01-30
2400,value2400,category0,2023-01-01
2401,value2401,category1,2023-01-02
2402,value2402,category2,2023-01-03
2403,value2403,category3,2023-01-04
2404,value2404,category4,2023-01-05
2405,value2405,category0,2023-01-06
2406,value2406,category1,2023-01-07
2407,value2407,category2,2023-01-08
2408,value2408,category3,2023-01-09
2409,value2409,category4,2023-01-10
2410,value2410,category0,2023-01-11
2411,value2411,category1,2023-01-12
2412,value2412,category2,2023-01-13
2413,value2413,category3,2023-01-14
2414,value2414,category4,2023-01-15
2415,value2415,category0,2023-01-16
2416,value2416,category1,2023-01-17
2417,value2417,category2,2023-01-18
2418,value2418,category3,2023-01-19
2419,value2419,category4,2023-01-20
2420,value2420,category0,2023-01-21
2421,value2421,category1,2023-01-22
2422,value2422,category2,2023-01-23
2423,value2423,category3,2023-01-24
2424,value2424,category4,2023-01-25
2425,value2425,category0,2023-01-26
2426,value2426,category1,2023-01-27
2427,value2427,category2,2023-01-28
2428,value2428,category3,2023-01-29
2429,value2429,category4,2023-01-30
2430,value2430,category0,2023-01-01
2431,value2431,category1,2023-01-02
2432,value2432,category2,2023-01-03
2433,value2433,category3,2023-01-04
2434,value2434,category4,2023-01-05
2435,value2435,category0,2023-01-06
2436,value2436,category1,2023-01-07
2437,value2437,category2,2023-01-08
2438,value2438,category3,2023-01-09
2439,value2439,category4,2023-01-10
2440,value2440,category0,2023-01-11
2441,value2441,category1,2023-01-12
2442,value2442,category2,2023-01-13
2443,value2443,category3,2023-01-14
2444,value2444,category4,2023-01-15
2445,value2445,category0,2023-01-16
2446,value2446,category1,2023-01-17
2447,value2447,category2,2023-01-18
2448,value2448,category3,2023-01-19
2449,value2449,category4,2023-01-20
2450,value2450,category0,2023-01-21
2451,value2451,category1,2023-01-22
2452,value2452,category2,2023-01-23
2453,value2453,category3,2023-01-24
2454,value2454,category4,2023-01-25
2455,value2455,category0,2023-01-26
2456,value2456,category1,2023-01-27
2457,value2457,category2,2023-01-28
2458,value2458,category3,2023-01-29
2459,value2459,category4,2023-01-30
2460,value2460,category0,2023-01-01
2461,value2461,category1,2023-01-02
2462,value2462,category2,2023-01-03
2463,value2463,category3,2023-01-04
2464,value2464,category4,2023-01-05
2465,value2465,category0,2023-01-06
2466,value2466,category1,2023-01-07
2467,value2467,category2,2023-01-08
2468,value2468,category3,2023-01-09
2469,value2469,category4,2023-01-10
2470,value2470,category0,2023-01-11
2471,value2471,category1,2023-01-12
2472,value2472,category2,2023-01-13
2473,value2473,category3,2023-01-14
2474,value2474,category4,2023-01-15
2475,value2475,category0,2023-01-16
2476,value2476,category1,2023-01-17
2477,value2477,category2,2023-01-18
2478,value2478,category3,2023-01-19
2479,value2479,category4,2023-01-20
2480,value2480,category0,2023-01-21
2481,value2481,category1,2023-01-22
2482,value2482,category2,2023-01-23
2483,value2483,category3,2023-01-24
2484,value2484,category4,2023-01-25
2485,value2485,category0,2023-01-26
2486,value2486,category1,2023-01-27
2487,value2487,category2,2023-01-28
2488,value2488,category3,2023-01-29
2489,value2489,category4,2023-01-30
2490,value2490,category0,2023-01-01
2491,value2491,category1,2023-01-02
2492,value2492,category2,2023-01-03
2493,value2493,category3,2023-01-04
2494,value2494,category4,2023-01-05
2495,value2495,category0,2023-01-06
2496,value2496,category1,2023-01-07
2497,value2497,category2,2023-01-08
2498,value2498,category3,2023-01-09
2499,value2499,category4,2023-01-10
2500,value2500,category0,2023-01-11
2501,value2501,category1,2023-01-12
2502,value2502,category2,2023-01-13
2503,value2503,category3,2023-01-14
2504,value2504,category4,2023-01-15
2505,value2505,category0,2023-01-16
2506,value2506,category1,2023-01-17
2507,value2507,category2,2023-01-18
2508,value2508,category3,2023-01-19
2509,value2509,category4,2023-01-20
2510,value2510,category0,2023-01-21
2511,value2511,category1,2023-01-22
2512,value2512,category2,2023-01-23
2513,value2513,category3,2023-01-24
2514,value2514,category4,2023-01-25
2515,value2515,category0,2023-01-26
2516,value2516,category1,2023-01-27
2517,value2517,category2,2023-01-28
2518,value2518,category3,2023-01-29
2519,value2519,category4,2023-01-30
2520,value2520,category0,2023-01-01
2521,value2521,category1,2023-01-02
2522,value2522,category2,2023-01-03
2523,value2523,category3,2023-01-04
2524,value2524,category4,2023-01-05
2525,value2525,category0,2023-01-06
2526,value2526,category1,2023-01-07
2527,value2527,category2,2023-01-08
2528,value2528,category3,2023-01-09
2529,value2529,category4,2023-01-10
2530,value2530,category0,2023-01-11
2531,value2531,category1,2023-01-12
2532,value2532,category2,2023-01-13
2533,value2533,category3,2023-01-14
2534,value2534,category4,2023-01-15
2535,value2535,category0,2023-01-16
2536,value2536,category1,2023-01-17
2537,value2537,category2,2023-01-18
2538,value2538,category3,2023-01-19
2539,value2539,category4,2023-01-20
2540,value2540,category0,2023-01-21
2541,value2541,category1,2023-01-22
2542,value2542,category2,2023-01-23
2543,value2543,category3,2023-01-24
2544,value2544,category4,2023-01-25
2545,value2545,category0,2023-01-26
2546,value2546,category1,2023-01-27
2547,value2547,category2,2023-01-28
2548,value2548,category3,2023-01-29
2549,value2549,category4,2023-01-30
2550,value2550,category0,2023-01-01
2551,value2551,category1,2023-01-02
2552,value2552,category2,2023-01-03
2553,value2553,category3,2023-01-04
2554,value2554,category4,2023-01-05
2555,value2555,category0,2023-01-06
2556,value2556,category1,2023-01-07
2557,value2557,category2,2023-01-08
2558,value2558,category3,2023-01-09
2559,value2559,category4,2023-01-10
2560,value2560,category0,2023-01-11
2561,value2561,category1,2023-01-12
2562,value2562,category2,2023-01-13
2563,value2563,category3,2023-01-14
2564,value2564,category4,2023-01-15
2565,value2565,category0,2023-01-16
2566,value2566,category1,2023-01-17
2567,value2567,category2,2023-01-18
2568,value2568,category3,2023-01-19
2569,value2569,category4,2023-01-20
2570,value2570,category0,2023-01-21
2571,value2571,category1,2023-01-22
2572,value2572,category2,2023-01-23
2573,value2573,category3,2023-01-24
2574,value2574,category4,2023-01-25
2575,value2575,category0,2023-01-26
2576,value2576,category1,2023-01-27
2577,value2577,category2,2023-01-28
2578,value2578,category3,2023-01-29
2579,value2579,category4,2023-01-30
2580,value2580,category0,2023-01-01
2581,value2581,category1,2023-01-02
2582,value2582,category2,2023-01-03
2583,value2583,category3,2023-01-04
2584,value2584,category4,2023-01-05
2585,value2585,category0,2023-01-06
2586,value2586,category1,2023-01-07
2587,value2587,category2,2023-01-08
2588,value2588,category3,2023-01-09
2589,value2589,category4,2023-01-10
2590,value2590,category0,2023-01-11
2591,value2591,category1,2023-01-12
2592,value2592,category2,2023-01-13
2593,value2593,category3,2023-01-14
2594,value2594,category4,2023-01-15
2595,value2595,category0,2023-01-16
2596,value2596,category1,2023-01-17
2597,value2597,category2,2023-01-18
2598,value2598,category3,2023-01-19
2599,value2599,category4,2023-01-20
2600,value2600,category0,2023-01-21
2601,value2601,category1,2023-01-22
2602,value2602,category2,2023-01-23
2603,value2603,category3,2023-01-24
2604,value2604,category4,2023-01-25
2605,value2605,category0,2023-01-26
2606,value2606,category1,2023-01-27
2607,value2607,category2,2023-01-28
2608,value2608,category3,2023-01-29
2609,value2609,category4,2023-01-30
2610,value2610,category0,2023-01-01
2611,value2611,category1,2023-01-02
2612,value2612,category2,2023-01-03
2613,value2613,category3,2023-01-04
2614,value2614,category4,2023-01-05
2615,value2615,category0,2023-01-06
2616,value2616,category1,2023-01-07
2617,value2617,category2,2023-01-08
2618,value2618,category3,2023-01-09
2619,value2619,category4,2023-01-10
2620,value2620,category0,2023-01-11
2621,value2621,category1,2023-01-12
2622,value2622,category2,2023-01-13
2623,value2623,category3,2023-01-14
2624,value2624,category4,2023-01-15
2625,value2625,category0,2023-01-16
2626,value2626,category1,2023-01-17
2627,value2627,category2,2023-01-18
2628,value2628,category3,2023-01-19
2629,value2629,category4,2023-01-20
2630,value2630,category0,2023-01-21
2631,value2631,category1,2023-01-22
2632,value2632,category2,2023-01-23
2633,value2633,category3,2023-01-24
2634,value2634,category4,2023-01-25
2635,value2635,category0,2023-01-26
2636,value2636,category1,2023-01-27
2637,value2637,category2,2023-01-28
2638,value2638,category3,2023-01-29
2639,value2639,category4,2023-01-30
2640,value2640,category0,2023-01-01
2641,value2641,category1,2023-01-02
2642,value2642,category2,2023-01-03
2643,value2643,category3,2023-01-04
2644,value2644,category4,2023-01-05
2645,value2645,category0,2023-01-06
2646,value2646,category1,2023-01-07
2647,value2647,category2,2023-01-08
2648,value2648,category3,2023-01-09
2649,value2649,category4,2023-01-10
2650,value2650,category0,2023-01-11
2651,value2651,category1,2023-01-12
2652,value2652,category2,2023-01-13
2653,value2653,category3,2023-01-14
2654,value2654,category4,2023-01-15
2655,value2655,category0,2023-01-16
2656,value2656,category1,2023-01-17
2657,value2657,category2,2023-01-18
2658,value2658,category3,2023-01-19
2659,value2659,category4,2023-01-20
2660,value2660,category0,2023-01-21
2661,value2661,category1,2023-01-22
2662,value2662,category2,2023-01-23
2663,value2663,category3,2023-01-24
2664,value2664,category4,2023-01-25
2665,value2665,category0,2023-01-26
2666,value2666,category1,2023-01-27
2667,value2667,category2,2023-01-28
2668,value2668,category3,2023-01-29
2669,value2669,category4,2023-01-30
2670,value2670,category0,2023-01-01
2671,value2671,category1,2023-01-02
2672,value2672,category2,2023-01-03
2673,value2673,category3,2023-01-04
2674,value2674,category4,2023-01-05
2675,value2675,category0,2023-01-06
2676,value2676,category1,2023-01-07
2677,value2677,category2,2023-01-08
2678,value2678,category3,2023-01-09
2679,value2679,category4,2023-01-10
2680,value2680,category0,2023-01-11
2681,value2681,category1,2023-01-12
2682,value2682,category2,2023-01-13
2683,value2683,category3,2023-01-14
2684,value2684,category4,2023-01-15
2685,value2685,category0,2023-01-16
2686,value2686,category1,2023-01-17
2687,value2687,category2,2023-01-18
2688,value2688,category3,2023-01-19
2689,value2689,category4,2023-01-20
2690,value2690,category0,2023-01-21
2691,value2691,category1,2023-01-22
2692,value2692,category2,2023-01-23
2693,value2693,category3,2023-01-24
2694,value2694,category4,2023-01-25
2695,value2695,category0,2023-01-26
2696,value2696,category1,2023-01-27
2697,value2697,category2,2023-01-28
2698,value2698,category3,2023-01-29
2699,value2699,category4,2023-01-30
2700,value2700,category0,2023-01-01
2701,value2701,category1,2023-01-02
2702,value2702,category2,2023-01-03
2703,value2703,category3,2023-01-04
2704,value2704,category4,2023-01-05
2705,value2705,category0,2023-01-06
2706,value2706,category1,2023-01-07
2707,value2707,category2,2023-01-08
2708,value2708,category3,2023-01-09
2709,value2709,category4,2023-01-10
2710,value2710,category0,2023-01-11
2711,value2711,category1,2023-01-12
2712,value2712,category2,2023-01-13
2713,value2713,category3,2023-01-14
2714,value2714,category4,2023-01-15
2715,value2715,category0,2023-01-16
2716,value2716,category1,2023-01-17
2717,value2717,category2,2023-01-18
2718,value2718,category3,2023-01-19
2719,value2719,category4,2023-01-20
2720,value2720,category0,2023-01-21
2721,value2721,category1,2023-01-22
2722,value2722,category2,2023-01-23
2723,value2723,category3,2023-01-24
2724,value2724,category4,2023-01-25
2725,value2725,category0,2023-01-26
2726,value2726,category1,2023-01-27
2727,value2727,category2,2023-01-28
2728,value2728,category3,2023-01-29
2729,value2729,category4,2023-01-30
2730,value2730,category0,2023-01-01
2731,value2731,category1,2023-01-02
2732,value2732,category2,2023-01-03
2733,value2733,category3,2023-01-04
2734,value2734,category4,2023-01-05
2735,value2735,category0,2023-01-06
2736,value2736,category1,2023-01-07
2737,value2737,category2,2023-01-08
2738,value2738,category3,2023-01-09
2739,value2739,category4,2023-01-10
2740,value2740,category0,2023-01-11
2741,value2741,category1,2023-01-12
2742,value2742,category2,2023-01-13
2743,value2743,category3,2023-01-14
2744,value2744,category4,2023-01-15
2745,value2745,category0,2023-01-16
2746,value2746,category1,2023-01-17
2747,value2747,category2,2023-01-18
2748,value2748,category3,2023-01-19
2749,value2749,category4,2023-01-20
2750,value2750,category0,2023-01-21
2751,value2751,category1,2023-01-22
2752,value2752,category2,2023-01-23
2753,value2753,category3,2023-01-24
2754,value2754,category4,2023-01-25
2755,value2755,category0,2023-01-26
2756,value2756,category1,2023-01-27
2757,value2757,category2,2023-01-28
2758,value2758,category3,2023-01-29
2759,value2759,category4,2023-01-30
2760,value2760,category0,2023-01-01
2761,value2761,category1,2023-01-02
2762,value2762,category2,2023-01-03
2763,value2763,category3,2023-01-04
2764,value2764,category4,2023-01-05
2765,value2765,category0,2023-01-06
2766,value2766,category1,2023-01-07
2767,value2767,category2,2023-01-08
2768,value2768,category3,2023-01-09
2769,value2769,category4,2023-01-10
2770,value2770,category0,2023-01-11
2771,value2771,category1,2023-01-12
2772,value2772,category2,2023-01-13
2773,value2773,category3,2023-01-14
2774,value2774,category4,2023-01-15
2775,value2775,category0,2023-01-16
2776,value2776,category1,2023-01-17
2777,value2777,category2,2023-01-18
2778,value2778,category3,2023-01-19
2779,value2779,category4,2023-01-20
2780,value2780,category0,2023-01-21
2781,value2781,category1,2023-01-22
2782,value2782,category2,2023-01-23
2783,value2783,category3,2023-01-24
2784,value2784,category4,2023-01-25
2785,value2785,category0,2023-01-26
2786,value2786,category1,2023-01-27
2787,value2787,category2,2023-01-28
2788,value2788,category3,2023-01-29
2789,value2789,category4,2023-01-30
2790,value2790,category0,2023-01-01
2791,value2791,category1,2023-01-02
2792,value2792,category2,2023-01-03
2793,value2793,category3,2023-01-04
2794,value2794,category4,2023-01-05
2795,value2795,category0,2023-01-06
2796,value2796,category1,2023-01-07
2797,value2797,category2,2023-01-08
2798,value2798,category3,2023-01-09
2799,value2799,category4,2023-01-10
2800,value2800,category0,2023-01-11
2801,value2801,category1,2023-01-12
2802,value2802,category2,2023-01-13
2803,value2803,category3,2023-01-14
2804,value2804,category4,2023-01-15
2805,value2805,category0,2023-01-16
2806,value2806,category1,2023-01-17
2807,value2807,category2,2023-01-18
2808,value2808,category3,2023-01-19
2809,value2809,category4,2023-01-20
2810,value2810,category0,2023-01-21
2811,value2811,category1,2023-01-22
2812,value2812,category2,2023-01-23
2813,value2813,category3,2023-01-24
2814,value2814,category4,2023-01-25
2815,value2815,category0,2023-01-26
2816,value2816,category1,2023-01-27
2817,value2817,category2,2023-01-28
2818,value2818,category3,2023-01-29
2819,value2819,category4,2023-01-30
2820,value2820,category0,2023-01-01
2821,value2821,category1,2023-01-02
2822,value2822,category2,2023-01-03
2823,value2823,category3,2023-01-04
2824,value2824,category4,2023-01-05
2825,value2825,category0,2023-01-06
2826,value2826,category1,2023-01-07
2827,value2827,category2,2023-01-08
2828,value2828,category3,2023-01-09
2829,value2829,category4,2023-01-10
2830,value2830,category0,2023-01-11
2831,value2831,category1,2023-01-12
2832,value2832,category2,2023-01-13
2833,value2833,category3,2023-01-14
2834,value2834,category4,2023-01-15
2835,value2835,category0,2023-01-16
2836,value2836,category1,2023-01-17
2837,value2837,category2,2023-01-18
2838,value2838,category3,2023-01-19
2839,value2839,category4,2023-01-20
2840,value2840,category0,2023-01-21
2841,value2841,category1,2023-01-22
2842,value2842,category2,2023-01-23
2843,value2843,category3,2023-01-24
2844,value2844,category4,2023-01-25
2845,value2845,category0,2023-01-26
2846,value2846,category1,2023-01-27
2847,value2847,category2,2023-01-28
2848,value2848,category3,2023-01-29
2849,value2849,category4,2023-01-30
2850,value2850,category0,2023-01-01
2851,value2851,category1,2023-01-02
2852,value2852,category2,2023-01-03
2853,value2853,category3,2023-01-04
2854,value2854,category4,2023-01-05
2855,value2855,category0,2023-01-06
2856,value2856,category1,2023-01-07
2857,value2857,category2,2023-01-08
2858,value2858,category3,2023-01-09
2859,value2859,category4,2023-01-10
2860,value2860,category0,2023-01-11
2861,value2861,category1,2023-01-12
2862,value2862,category2,2023-01-13
2863,value2863,category3,2023-01-14
2864,value2864,category4,2023-01-15
2865,value2865,category0,2023-01-16
2866,value2866,category1,2023-01-17
2867,value2867,category2,2023-01-18
2868,value2868,category3,2023-01-19
2869,value2869,category4,2023-01-20
2870,value2870,category0,2023-01-21
2871,value2871,category1,2023-01-22
2872,value2872,category2,2023-01-23
2873,value2873,category3,2023-01-24
2874,value2874,category4,2023-01-25
2875,value2875,category0,2023-01-26
2876,value2876,category1,2023-01-27
2877,value2877,category2,2023-01-28
2878,value2878,category3,2023-01-29
2879,value2879,category4,2023-01-30
2880,value2880,category0,2023-01-01
2881,value2881,category1,2023-01-02
2882,value2882,category2,2023-01-03
2883,value2883,category3,2023-01-04
2884,value2884,category4,2023-01-05
2885,value2885,category0,2023-01-06
2886,value2886,category1,2023-01-07
2887,value2887,category2,2023-01-08
2888,value2888,category3,2023-01-09
2889,value2889,category4,2023-01-10
2890,value2890,category0,2023-01-11
2891,value2891,category1,2023-01-12
2892,value2892,category2,2023-01-13
2893,value2893,category3,2023-01-14
2894,value2894,category4,2023-01-15
2895,value2895,category0,2023-01-16
2896,value2896,category1,2023-01-17
2897,value2897,category2,2023-01-18
2898,value2898,category3,2023-01-19
2899,value2899,category4,2023-01-20
2900,value2900,category0,2023-01-21
2901,value2901,category1,2023-01-22
2902,value2902,category2,2023-01-23
2903,value2903,category3,2023-01-24
2904,value2904,category4,2023-01-25
2905,value2905,category0,2023-01-26
2906,value2906,category1,2023-01-27
2907,value2907,category2,2023-01-28
2908,value2908,category3,2023-01-29
2909,value2909,category4,2023-01-30
2910,value2910,category0,2023-01-01
2911,value2911,category1,2023-01-02
2912,value2912,category2,2023-01-03
2913,value2913,category3,2023-01-04
2914,value2914,category4,2023-01-05
2915,value2915,category0,2023-01-06
2916,value2916,category1,2023-01-07
2917,value2917,category2,2023-01-08
2918,value2918,category3,2023-01-09
2919,value2919,category4,2023-01-10
2920,value2920,category0,2023-01-11
2921,value2921,category1,2023-01-12
2922,value2922,category2,2023-01-13
2923,value2923,category3,2023-01-14
2924,value2924,category4,2023-01-15
2925,value2925,category0,2023-01-16
2926,value2926,category1,2023-01-17
2927,value2927,category2,2023-01-18
2928,value2928,category3,2023-01-19
2929,value2929,category4,2023-01-20
2930,value2930,category0,2023-01-21
2931,value2931,category1,2023-01-22
2932,value2932,category2,2023-01-23
2933,value2933,category3,2023-01-24
2934,value2934,category4,2023-01-25
2935,value2935,category0,2023-01-26
2936,value2936,category1,2023-01-27
2937,value2937,category2,2023-01-28
2938,value2938,category3,2023-01-29
2939,value2939,category4,2023-01-30
2940,value2940,category0,2023-01-01
2941,value2941,category1,2023-01-02
2942,value2942,category2,2023-01-03
2943,value2943,category3,2023-01-04
2944,value2944,category4,2023-01-05
2945,value2945,category0,2023-01-06
2946,value2946,category1,2023-01-07
2947,value2947,category2,2023-01-08
2948,value2948,category3,2023-01-09
2949,value2949,category4,2023-01-10
2950,value2950,category0,2023-01-11
2951,value2951,category1,2023-01-12
2952,value2952,category2,2023-01-13
2953,value2953,category3,2023-01-14
2954,value2954,category4,2023-01-15
2955,value2955,category0,2023-01-16
2956,value2956,category1,2023-01-17
2957,value2957,category2,2023-01-18
2958,value2958,category3,2023-01-19
2959,value2959,category4,2023-01-20
2960,value2960,category0,2023-01-21
2961,value2961,category1,2023-01-22
2962,value2962,category2,2023-01-23
2963,value2963,category3,2023-01-24
2964,value2964,category4,2023-01-25
2965,value2965,category0,2023-01-26
2966,value2966,category1,2023-01-27
2967,value2967,category2,2023-01-28
2968,value2968,category3,2023-01-29
2969,value2969,category4,2023-01-30
2970,value2970,category0,2023-01-01
2971,value2971,category1,2023-01-02
2972,value2972,category2,2023-01-03
2973,value2973,category3,2023-01-04
2974,value2974,category4,2023-01-05
2975,value2975,category0,2023-01-06
2976,value2976,category1,2023-01-07
2977,value2977,category2,2023-01-08
2978,value2978,category3,2023-01-09
2979,value2979,category4,2023-01-10
2980,value2980,category0,2023-01-11
2981,value2981,category1,2023-01-12
2982,value2982,category2,2023-01-13
2983,value2983,category3,2023-01-14
2984,value2984,category4,2023-01-15
2985,value2985,category0,2023-01-16
2986,value2986,category1,2023-01-17
2987,value2987,category2,2023-01-18
2988,value2988,category3,2023-01-19
2989,value2989,category4,2023-01-20
2990,value2990,category0,2023-01-21
2991,value2991,category1,2023-01-22
2992,value2992,category2,2023-01-23
2993,value2993,category3,2023-01-24
2994,value2994,category4,2023-01-25
2995,value2995,category0,2023-01-26
2996,value2996,category1,2023-01-27
2997,value2997,category2,2023-01-28
2998,value2998,category3,2023-01-29
2999,value2999,category4,2023-01-30
3000,value3000,category0,2023-01-01
3001,value3001,category1,2023-01-02
3002,value3002,category2,2023-01-03
3003,value3003,category3,2023-01-04
3004,value3004,category4,2023-01-05
3005,value3005,category0,2023-01-06
3006,value3006,category1,2023-01-07
3007,value3007,category2,2023-01-08
3008,value3008,category3,2023-01-09
3009,value3009,category4,2023-01-10
3010,value3010,category0,2023-01-11
3011,value3011,category1,2023-01-12
3012,value3012,category2,2023-01-13
3013,value3013,category3,2023-01-14
3014,value3014,category4,2023-01-15
3015,value3015,category0,2023-01-16
3016,value3016,category1,2023-01-17
3017,value3017,category2,2023-01-18
3018,value3018,category3,2023-01-19
3019,value3019,category4,2023-01-20
3020,value3020,category0,2023-01-21
3021,value3021,category1,2023-01-22
3022,value3022,category2,2023-01-23
3023,value3023,category3,2023-01-24
3024,value3024,category4,2023-01-25
3025,value3025,category0,2023-01-26
3026,value3026,category1,2023-01-27
3027,value3027,category2,2023-01-28
3028,value3028,category3,2023-01-29
3029,value3029,category4,2023-01-30
3030,value3030,category0,2023-01-01
3031,value3031,category1,2023-01-02
3032,value3032,category2,2023-01-03
3033,value3033,category3,2023-01-04
3034,value3034,category4,2023-01-05
3035,value3035,category0,2023-01-06
3036,value3036,category1,2023-01-07
3037,value3037,category2,2023-01-08
3038,value3038,category3,2023-01-09
3039,value3039,category4,2023-01-10
3040,value3040,category0,2023-01-11
3041,value3041,category1,2023-01-12
3042,value3042,category2,2023-01-13
3043,value3043,category3,2023-01-14
3044,value3044,category4,2023-01-15
3045,value3045,category0,2023-01-16
3046,value3046,category1,2023-01-17
3047,value3047,category2,2023-01-18
3048,value3048,category3,2023-01-19
3049,value3049,category4,2023-01-20
3050,value3050,category0,2023-01-21
3051,value3051,category1,2023-01-22
3052,value3052,category2,2023-01-23
3053,value3053,category3,2023-01-24
3054,value3054,category4,2023-01-25
3055,value3055,category0,2023-01-26
3056,value3056,category1,2023-01-27
3057,value3057,category2,2023-01-28
3058,value3058,category3,2023-01-29
3059,value3059,category4,2023-01-30
3060,value3060,category0,2023-01-01
3061,value3061,category1,2023-01-02
3062,value3062,category2,2023-01-03
3063,value3063,category3,2023-01-04
3064,value3064,category4,2023-01-05
3065,value3065,category0,2023-01-06
3066,value3066,category1,2023-01-07
3067,value3067,category2,2023-01-08
3068,value3068,category3,2023-01-09
3069,value3069,category4,2023-01-10
3070,value3070,category0,2023-01-11
3071,value3071,category1,2023-01-12
3072,value3072,category2,2023-01-13
3073,value3073,category3,2023-01-14
3074,value3074,category4,2023-01-15
3075,value3075,category0,2023-01-16
3076,value3076,category1,2023-01-17
3077,value3077,category2,2023-01-18
3078,value3078,category3,2023-01-19
3079,value3079,category4,2023-01-20
3080,value3080,category0,2023-01-21
3081,value3081,category1,2023-01-22
3082,value3082,category2,2023-01-23
3083,value3083,category3,2023-01-24
3084,value3084,category4,2023-01-25
3085,value3085,category0,2023-01-26
3086,value3086,category1,2023-01-27
3087,value3087,category2,2023-01-28
3088,value3088,category3,2023-01-29
3089,value3089,category4,2023-01-30
3090,value3090,category0,2023-01-01
3091,value3091,category1,2023-01-02
3092,value3092,category2,2023-01-03
3093,value3093,category3,2023-01-04
3094,value3094,category4,2023-01-05
3095,value3095,category0,2023-01-06
3096,value3096,category1,2023-01-07
3097,value3097,category2,2023-01-08
3098,value3098,category3,2023-01-09
3099,value3099,category4,2023-01-10
3100,value3100,category0,2023-01-11
3101,value3101,category1,2023-01-12
3102,value3102,category2,2023-01-13
3103,value3103,category3,2023-01-14
3104,value3104,category4,2023-01-15
3105,value3105,category0,2023-01-16
3106,value3106,category1,2023-01-17
3107,value3107,category2,2023-01-18
3108,value3108,category3,2023-01-19
3109,value3109,category4,2023-01-20
3110,value3110,category0,2023-01-21
3111,value3111,category1,2023-01-22
3112,value3112,category2,2023-01-23
3113,value3113,category3,2023-01-24
3114,value3114,category4,2023-01-25
3115,value3115,category0,2023-01-26
3116,value3116,category1,2023-01-27
3117,value3117,category2,2023-01-28
3118,value3118,category3,2023-01-29
3119,value3119,category4,2023-01-30
3120,value3120,category0,2023-01-01
3121,value3121,category1,2023-01-02
3122,value3122,category2,2023-01-03
3123,value3123,category3,2023-01-04
3124,value3124,category4,2023-01-05
3125,value3125,category0,2023-01-06
3126,value3126,category1,2023-01-07
3127,value3127,category2,2023-01-08
3128,value3128,category3,2023-01-09
3129,value3129,category4,2023-01-10
3130,value3130,category0,2023-01-11
